date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:35:42	48042/48042	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Aug%202021%2018:16:12%20GMT	https://themebeyond.com/html/ganic/img/product/sp_products09.png	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/img/product/sp_products09.png	(from https://themebeyond.com/html/ganic/)
22:35:43	112015/112015	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Aug%202021%2021:43:38%20GMT	https://themebeyond.com/html/ganic/img/product/s_discount_img01.jpg	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/img/product/s_discount_img01.jpg	(from https://themebeyond.com/html/ganic/)
22:35:44	93808/93808	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Aug%202021%2021:43:46%20GMT	https://themebeyond.com/html/ganic/img/product/s_discount_img02.jpg	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/img/product/s_discount_img02.jpg	(from https://themebeyond.com/html/ganic/)
22:35:45	5436/5436	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Aug%202021%2003:59:32%20GMT	https://themebeyond.com/html/ganic/img/icon/g_play.png	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/img/icon/g_play.png	(from https://themebeyond.com/html/ganic/)
22:35:46	4633/4633	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Aug%202021%2003:59:32%20GMT	https://themebeyond.com/html/ganic/img/icon/app_store.png	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/img/icon/app_store.png	(from https://themebeyond.com/html/ganic/)
22:35:47	7539/7539	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Aug%202021%2004:37:34%20GMT	https://themebeyond.com/html/ganic/img/images/payment_card.png	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/img/images/payment_card.png	(from https://themebeyond.com/html/ganic/)
22:35:48	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612fa104-4d7%22	https://themebeyond.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	/home/nhatphan/test/tes/testweb/themebeyond.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://themebeyond.com/html/ganic/)
22:35:50	107748/107748	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2009%20Jun%202021%2016:50:08%20GMT	https://themebeyond.com/html/ganic/js/vendor/jquery-3.6.0.min.js	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/js/vendor/jquery-3.6.0.min.js	(from https://themebeyond.com/html/ganic/)
22:35:51	84378/84378	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2020%20Jan%202021%2004:17:54%20GMT	https://themebeyond.com/html/ganic/js/bootstrap.min.js	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/js/bootstrap.min.js	(from https://themebeyond.com/html/ganic/)
22:35:51	35503/35503	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2004%20Feb%202018%2010:08:06%20GMT	https://themebeyond.com/html/ganic/js/isotope.pkgd.min.js	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/js/isotope.pkgd.min.js	(from https://themebeyond.com/html/ganic/)
22:35:52	5594/5594	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2004%20Feb%202018%2010:08:50%20GMT	https://themebeyond.com/html/ganic/js/imagesloaded.pkgd.min.js	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/js/imagesloaded.pkgd.min.js	(from https://themebeyond.com/html/ganic/)
22:35:53	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2004%20Jun%202017%2019:11:48%20GMT	https://themebeyond.com/html/ganic/js/jquery.magnific-popup.min.js	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/js/jquery.magnific-popup.min.js	(from https://themebeyond.com/html/ganic/)
22:35:54	5991/5991	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2003%20Aug%202021%2002:48:38%20GMT	https://themebeyond.com/html/ganic/js/jquery.countdown.min.js	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/js/jquery.countdown.min.js	(from https://themebeyond.com/html/ganic/)
22:35:55	27588/27588	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Aug%202021%2000:44:24%20GMT	https://themebeyond.com/html/ganic/js/jquery-ui.min.js	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/js/jquery-ui.min.js	(from https://themebeyond.com/html/ganic/)
